patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
0a4e5b70-a6d9-44a3-b510-ab53c7fee39f,Mai Phạm,561325067812,04/10/1996,0893553456,johnle@example.com,"45 John Hẻm
JohnXã, 126925",Tiểu đường,3.59,Nhiên Bùi,13/03/2026
9793b9b4-1374-4146-b2c5-bd89b70b3420,Cô Yến Vũ,426540423015,26/07/1997,0764407974,hoangjohn@example.com,"850 Dương Ngõ
JanePhường, 968962",Tim mạch,6.36,Anh Huy Lê,13/05/2026
9dac6e83-4524-4ea6-a684-6099f7294951,Quý ông Huy Hoàng,606703767669,01/02/1955,0571158740,johnvu@example.com,"9 Đặng Đường
JaneQuận, 611233",Tim mạch,10.92,Bà Vi Vũ,03/03/2026
e14eb70d-b380-473a-989d-9d4ae15ca666,Tùng Nguyễn,798460554115,17/03/1973,0989820828,johnpham@example.net,"7 Dương Đường
Huyện JohnThị xã, 825391",Huyết áp cao,3.86,Bà Dương Hoàng,08/03/2026
6cedd15d-5800-4c02-87ea-7ff58db06746,Quang Mai Vũ,521759847730,16/11/1957,0846314104,johnpham@example.com,"374 Trần Làng
JohnHuyện, 288158",Tim mạch,8.22,Nam Mai,23/01/2026
8da8eee4-0df5-4ac6-b96b-648a0ba6eab9,Hoàng Dương,952728638345,25/12/1942,0832936854,hoangjane@example.com,"047 John Số
JohnXã, 760021",Khỏe mạnh,4.66,Lan Lê,27/05/2026
fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,Cô Vân Bùi,248527958481,03/10/1979,0803417139,janeduong@example.com,"99 John Làng
Huyện JohnQuận, 351516",Tiểu đường,6.19,Cô Bảo Nguyễn,15/03/2026
4a8ff810-784c-4f29-9804-02a2b07aa066,Mai Vũ,528960827832,07/02/1987,0305441122,rtran@example.org,"18 John Khu
Thành phố JohnQuận, 931131",Khỏe mạnh,5.87,Trọng Hoàng,15/06/2026
b04d3376-77fc-4703-9fd5-a423706c5c56,Thành Vũ,696352471445,11/01/1972,0755319593,fduong@example.net,"5 Nguyễn Ngõ
Thành phố JaneXã, 142185",Tim mạch,9.71,Quý cô Phương Dương,14/06/2026
6f962882-95d8-4980-bf37-d19c2e76128b,Ông Châu Đặng,004833314070,21/04/1965,0772886883,john25@example.com,"6 Jane Ngõ
JaneHuyện, 221552",Tim mạch,5.67,Phương Văn Mai,25/03/2026
5c9d927d-84b8-41bb-b005-68d20de051a6,Quý ông Hưng Phạm,882844880897,27/12/1954,0911114305,janeduong@example.net,"9 John Khu
Thị xã JohnQuận, 982277",Huyết áp cao,6.18,Nhật Trần,27/04/2026
b77350ca-eec2-49dc-bf95-897c276aa6ce,Minh Vũ,691549918116,28/10/1965,0953918869,pduong@example.com,"982 Jane Số
JaneThành phố, 396578",Tim mạch,10.19,Nhiên Hoàng,29/06/2026
7250ee18-260a-4962-9d81-b7f57d5911c6,Bác Dũng Mai,121838226579,09/03/1991,0875248001,uduong@example.org,"Thị xã JohnThị xã
76 Lê Dãy, 138817",Khỏe mạnh,8.79,Bà Hà Dương,18/01/2026
b8f21423-03ed-41f8-b4f9-3d17e912b4bf,Quý cô Hải Lê,746876219674,15/12/1940,0735467020,jane96@example.net,"8 Đặng Dãy
Thành phố JohnPhường, 817644",Khỏe mạnh,6.19,Quang Trần,20/03/2026
b4323070-a23d-4c2f-82a7-96891933918c,Nhật Lê,464303394809,26/02/1986,0755291921,nguyenjane@example.org,"23 Hoàng Hẻm
Quận JohnXã, 501126",Tiểu đường,10.54,Quý cô Xuân Hoàng,26/01/2026
75a66981-4104-48b5-a34d-b7c5760debbb,Nam Dương,998518480534,13/04/2001,0392295298,johnduong@example.com,"JanePhường
43 Dương Ngõ, 348728",Tim mạch,4.08,Khoa Phú Hoàng,23/02/2026
fa5a91ca-059d-455d-8b94-3e30b303f438,Hạnh Văn Hoàng,682801308214,24/08/1998,0928541072,hoangjane@example.com,"5 John Khu
Thành phố JohnHuyện, 926918",Khỏe mạnh,8.6,Ông Nhiên Đặng,12/05/2026
53a3dd5a-4b8c-4bdc-a8dd-5e5a1712fb16,Bảo Hoàng Lê,519648089112,28/11/1992,0813757509,jane24@example.com,"JaneThành phố
236 Trần Số, 114594",Khỏe mạnh,4.97,Tùng Trần,23/03/2026
431d029f-ac1e-46d8-bfbf-397bac3e7b0d,Hải Phú Trần,845101814394,03/10/1984,0976586630,nnguyen@example.net,"1 Vũ Số
Quận JohnThành phố, 419149",Tim mạch,11.65,Ông Tú Phạm,09/06/2026
5efa9c5b-7421-4f46-a37e-4b0122bae10e,Khoa Trí Bùi,294984921350,21/04/1983,0752742906,ahoang@example.com,"773 Trần Tổ
JohnThị xã, 389282",Tiểu đường,8.74,Cô Ánh Dương,17/01/2026
98de8ebb-a3b5-4ece-a446-be72364c911a,Ngọc Đặng,502549598635,10/04/1953,0945330578,johntran@example.net,"529 Jane Hẻm
Huyện JohnThành phố, 793169",Tiểu đường,7.05,Lan Nguyễn,06/03/2026
52e2afd9-96bf-40ab-bce9-15e7c9d6a63b,Lan Vũ,956031664193,27/04/1939,0762358247,hmai@example.net,"89 Jane Làng
Huyện JanePhường, 132663",Tiểu đường,10.96,Chi Bùi,18/03/2026
e8e22743-b65f-4ea9-bd82-42641ba362e7,Ông Vũ Đặng,863422027271,25/11/1979,0921093566,lejane@example.net,"98 Dương Số
Thành phố JohnThị xã, 573489",Tim mạch,5.0,Quý cô Linh Dương,13/03/2026
6d4067f4-5003-4b35-9857-8bafbac7e2b9,Anh Phú Lê,939219309281,19/08/1985,0895757253,ftran@example.org,"5 John Tổ
Thị xã JanePhường, 886730",Tiểu đường,10.14,Nhật Thị Vũ,19/04/2026
81e5c9f6-93f2-47cc-9a85-910d5a057c11,Chị Dương Dương,589538270389,12/11/1951,0743636644,dangjane@example.org,"89 Jane Đường
Huyện JaneHuyện, 468074",Tiểu đường,9.27,Lan Lê,12/04/2026
bdb025ff-2451-45a4-91d0-59b26699cd99,Hương Mai,962760566472,14/03/1951,0946833685,vduong@example.org,"9 John Hẻm
Thành phố JohnHuyện, 564637",Khỏe mạnh,7.71,Nhật Mai Bùi,19/02/2026
585d3f86-1d23-44e6-8329-20b7c143f426,Hà Thế Hoàng,471096949115,07/01/1971,0736582383,john36@example.net,"32 Vũ Tổ
Thành phố JanePhường, 551574",Khỏe mạnh,9.42,Chị Kim Mai,07/05/2026
ab05347f-d556-437d-8f08-81ee8011316b,Vũ Hữu Nguyễn,132266057604,04/05/1967,0837951390,utran@example.net,"6 Trần Số
Huyện JohnXã, 582446",Tiểu đường,7.0,Vũ Bảo Trần,13/02/2026
1422373f-8622-48d1-a683-e10796c044d0,Hạnh Tấn Phạm,094699819309,22/10/1959,0906314019,johnmai@example.net,"52 John Hẻm
JohnQuận, 731661",Huyết áp cao,5.88,Cô Bảo Dương,25/03/2026
72eb7474-9458-454e-8287-4f069050f7ef,Dũng Trí Dương,659706663764,23/06/1940,0712730228,yvu@example.com,"1 Dương Dãy
Thành phố JaneHuyện, 180458",Khỏe mạnh,10.77,Khoa Hoàng,02/04/2026
f4488385-8de7-4d6c-9490-77c27674456f,Chi Hoàng,040031061029,29/01/1983,0816939440,jane82@example.org,"1 John Làng
JaneXã, 648141",Huyết áp cao,6.12,Bà Thành Vũ,11/03/2026
990f0c5b-adcc-4daf-969f-3ab3c6435300,Vi Đặng,888428252979,21/04/1940,0779000943,maijane@example.com,"19 Jane Khu
JohnXã, 843266",Huyết áp cao,4.07,Hạnh Mai,09/03/2026
20b71785-d02c-40c1-9417-0a17caaa5bbe,Hải Bùi,453182573440,12/08/1972,0836625762,dangjane@example.org,"33 John Ngõ
JohnXã, 908320",Tiểu đường,7.17,Dương Đặng,07/06/2026
6070b6a1-98e5-4499-a18c-6e1c9e374f7a,Chị Bảo Hoàng,470688172938,22/07/1994,0320134567,janenguyen@example.com,"94 Phạm Làng
JaneQuận, 485709",Huyết áp cao,6.18,Quý ông Khoa Bùi,01/04/2026
d11fc8c0-297c-44ff-b75d-599f6b2d5b09,Chị Ánh Vũ,712796224781,21/04/1939,0779828859,jdang@example.org,"12 Dương Hẻm
JohnQuận, 956375",Khỏe mạnh,4.0,Bác Nam Bùi,10/01/2026
62dbc850-3c5b-43a7-9fbb-f0b1808389c8,Thành Phạm,920484056839,20/07/1937,0898112330,dangjohn@example.org,"2 Dương Đường
Thành phố JaneQuận, 975522",Khỏe mạnh,11.57,Quý cô Hà Vũ,12/02/2026
6b79afcc-3d0a-4f0c-8c39-4ec71f317405,Ông Tú Dương,239494570453,21/01/1979,0532450035,maijohn@example.net,"953 Lê Ngõ
JohnXã, 670511",Tiểu đường,8.69,Hồng Dương,08/01/2026
40ef3935-5f90-4ed6-bb25-664d630aa767,Linh Trần,687559710429,30/08/1960,0332459011,hoangjane@example.org,"2 Dương Hẻm
Thành phố JaneThành phố, 407696",Khỏe mạnh,9.16,Cô Vi Phạm,09/06/2026
83f02dc7-4f61-4217-aef1-669450cae32d,Phương Mai Bảo Vũ,981490070587,02/03/1938,0787314483,janedang@example.org,"15 Bùi Dãy
JaneQuận, 620306",Huyết áp cao,5.64,Bác Minh Vũ,25/05/2026
6e3c4532-1434-4f62-acac-028cba220065,Bà Thành Trần,118500180936,03/05/1941,0769246733,jane79@example.net,"70 Hoàng Số
JohnThành phố, 803787",Khỏe mạnh,7.37,Thành Xuân Nguyễn,26/01/2026
702c1821-c804-4fb7-ad97-3b679b89e5cb,Lan Trần,799792187646,20/09/1952,0890139549,jane69@example.org,"57 John Tổ
JanePhường, 392227",Tiểu đường,10.9,Cô Ngọc Lê,31/03/2026
1e2595b8-8fc9-486b-a9dd-ebf563119aca,Anh Dương,300102117571,27/02/1951,0516355027,jane31@example.org,"715 Trần Khu
JohnPhường, 844031",Khỏe mạnh,8.91,Bà Phương Phạm,22/01/2026
3c9abe10-238d-4f44-8ac4-d0eb3373730e,Ông Quang Mai,471667439222,09/04/1977,0904192829,imai@example.net,"67 Bùi Ngõ
Huyện JohnThị xã, 588461",Tim mạch,7.18,Hoàng Xuân Lê,19/03/2026
d4d60735-0e2f-4958-9e43-1e06e9247069,Phương Lê,711557785006,11/09/1957,0756645854,janepham@example.com,"438 Lê Khu
Quận JohnQuận, 790731",Huyết áp cao,4.3,Nhiên Thị Nguyễn,15/01/2026
93a74792-c561-48dc-a436-4fcdf2d3f761,Trung Hoàng,517764168669,26/11/1965,0509761072,duongjane@example.net,"647 John Hẻm
JaneThị xã, 587002",Huyết áp cao,6.13,Bà Duyên Lê,26/02/2026
fcef1972-bbf4-43ce-91be-b80eb7e6a14c,Thành Trí Đặng,044628532470,01/02/1973,0940270374,dangjohn@example.com,"210 Bùi Số
Quận JaneXã, 856157",Tiểu đường,11.52,Trung Xuân Dương,29/06/2026
4efc8248-e10b-4a47-bfae-b7487781321e,Ông Vũ Bùi,994580891087,23/05/1972,0701848557,johnhoang@example.com,"97 Mai Đường
Thị xã JohnHuyện, 862847",Tiểu đường,10.52,Thành Phú Nguyễn,14/03/2026
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,Vũ Bùi,583993149748,21/04/1972,0739883469,john21@example.com,"5 John Số
Thành phố JohnQuận, 848255",Huyết áp cao,10.9,Châu Mai Lê,20/04/2026
ee6e2e72-53f5-41dc-a3c8-afdb83f82f16,Phúc Hữu Hoàng,280052410903,19/06/1989,0941750598,jane88@example.net,"05 Trần Số
JohnXã, 597643",Tiểu đường,7.78,Nhiên Hoàng,10/02/2026
2ba6adb3-7afe-4114-9561-c8130d259caa,Bảo Hải Nguyễn,066362311120,17/04/1977,0371310373,phamjohn@example.com,"36 Nguyễn Hẻm
Huyện JaneXã, 495129",Khỏe mạnh,4.12,Phúc Mai Mai,03/03/2026
de1e994a-c5a1-4f5c-ad05-b9125ab28d4a,Trọng Dương,397949375040,12/07/1949,0877422081,janemai@example.com,"37 Dương Tổ
JaneThành phố, 701334",Tiểu đường,9.89,Kim Phú Lê,22/02/2026
143b45e3-b6d1-46bb-b48f-709c49a22441,Bảo Đức Dương,842193126588,11/02/1951,0514496157,jane21@example.net,"083 John Ngõ
JanePhường, 595351",Tim mạch,8.46,Hải Lê,01/01/2026
286ed390-edd9-4a1a-ba58-5b278ce3e7c3,Hải Mai Bảo Dương,027884415073,25/12/1982,0353611185,jane40@example.org,"0 Jane Hẻm
Thị xã JaneQuận, 885386",Tiểu đường,6.79,Hưng Nguyễn,23/02/2026
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,Khoa Mai Mai,056062039130,08/10/1973,0543739915,janevu@example.org,"742 Jane Khu
Quận JaneThị xã, 640310",Huyết áp cao,4.98,Vũ Hữu Trần,03/02/2026
ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,Cô Thảo Bùi,288378818495,07/09/1952,0845704071,jane49@example.net,"5 John Ngõ
JaneQuận, 525110",Tim mạch,4.4,Tú Vũ,08/03/2026
22319050-f515-4494-b818-cfd33889936a,Anh Bảo Hoàng,258840111760,08/10/1962,0811185608,zmai@example.net,"9 Jane Tổ
Thành phố JohnXã, 630041",Tiểu đường,6.14,Chị Lan Đặng,03/06/2026
3495311e-ae27-4432-9dc1-e7eb711c7673,Ông Minh Dương,874752355326,12/07/1994,0873124759,gle@example.com,"7 Nguyễn Số
JohnPhường, 328486",Tim mạch,6.91,An Bùi,04/03/2026
0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,Nhật Nguyễn,440771971677,13/06/1956,0778699984,johnbui@example.com,"JaneThị xã
825 John Số, 654531",Tiểu đường,5.05,Chị An Nguyễn,26/06/2026
8b60c511-b816-4aeb-ac6a-7c8576876c62,Phương Hữu Phạm,011857793781,24/07/1953,0950116213,john43@example.net,"6 John Làng
Thành phố JohnThị xã, 726822",Tiểu đường,4.71,Mai Nguyễn,14/03/2026
c11f6bf5-379e-4467-8a2d-b2e63bfda8a6,Lan Mai,918276698197,08/01/2008,0720110435,janehoang@example.net,"428 Jane Khu
JohnXã, 720407",Tim mạch,10.69,Quý cô Phương Dương,09/01/2026
abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee,Phương Tấn Bùi,284064646795,18/04/1965,0957600405,jane28@example.com,"27 Jane Số
Thị xã JohnHuyện, 313214",Tiểu đường,6.4,Vũ Mai Đặng,17/01/2026
0d31812e-30c3-4756-9453-f867b97e6224,Thành Hoàng,910854059400,05/07/1979,0309356002,phamjohn@example.com,"03 John Dãy
Quận JaneQuận, 678897",Tim mạch,3.53,Khoa Hữu Dương,07/04/2026
5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,Quý ông Tú Dương,915445868488,04/02/1991,0385658406,john55@example.com,"2 Jane Số
JohnQuận, 445888",Tim mạch,10.51,Quý cô Duyên Phạm,31/03/2026
566a9ce7-af52-4b94-b186-e47aa7946320,Châu Dương,659811088491,18/02/1969,0893768697,john28@example.com,"0 John Đường
JohnPhường, 342675",Khỏe mạnh,3.89,Nhật Lê,02/01/2026
0f79a8a7-5f8a-44bd-b4bd-0c938177b661,Quý ông Nam Nguyễn,683339990285,06/05/1974,0933011771,bnguyen@example.net,"862 John Hẻm
Quận JaneHuyện, 380310",Tiểu đường,10.89,Hà Phú Bùi,24/03/2026
39d1c7ff-b27e-4442-bd7f-e9733e42df5b,Vũ Nguyễn,944045501686,27/04/1942,0551972947,jbui@example.com,"2 Jane Số
JohnXã, 144618",Huyết áp cao,8.25,Chị Xuân Hoàng,27/03/2026
af36b8cc-1308-4974-ac95-b3ac0beb7c34,Tùng Hoàng,109699632471,15/07/1983,0913255496,janenguyen@example.org,"429 Jane Tổ
JohnPhường, 859340",Huyết áp cao,5.45,Phương Đặng,10/01/2026
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,Trọng Hữu Đặng,172666304910,27/08/1937,0961950073,jane73@example.com,"29 Trần Khu
Thành phố JohnHuyện, 261712",Tim mạch,5.45,Nhật Trí Bùi,27/02/2026
f165d779-0154-4950-976d-e21f1b46ebdc,Bảo Đặng,787578552338,27/01/1991,0548351075,lejohn@example.org,"015 Jane Số
Huyện JaneThị xã, 917018",Khỏe mạnh,4.31,Nhật Mai,12/06/2026
85671b58-926b-4fa5-be24-5fbffa698cd2,Quý cô Bảo Lê,428797793099,15/02/1955,0963429981,jane21@example.org,"71 Vũ Làng
JohnThị xã, 212168",Huyết áp cao,8.16,Bà An Bùi,01/03/2026
dcb9075e-cdd7-4460-a140-77d39ec4ea48,Bảo Tấn Bùi,722304525210,09/01/1995,0916502813,janedang@example.net,"52 Đặng Khu
JohnHuyện, 494322",Huyết áp cao,7.08,Thành Đặng,21/01/2026
ff4cc10f-979c-40cf-b326-1887905881df,Cô Nhật Dương,832870157378,01/05/2004,0744382371,janevu@example.net,"7 Jane Làng
JohnPhường, 543681",Khỏe mạnh,9.54,Hà Mai Hoàng,28/03/2026
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,Phương Thị Đặng,714861001894,18/09/1986,0932412475,tranjohn@example.net,"9 Jane Tổ
JohnThành phố, 203396",Huyết áp cao,8.29,Quang Mai,15/05/2026
9342a09f-b00a-464c-949c-d8d48ed8a80d,Quý cô Linh Bùi,758503516529,19/04/1969,0774473483,janenguyen@example.com,"125 Đặng Dãy
Thị xã JaneThị xã, 202365",Tim mạch,11.35,Quý ông Dũng Trần,24/02/2026
05c8234b-1d76-4a66-b5f5-9cb0cf685878,Tú Xuân Phạm,395691376919,28/02/1973,0513034888,janemai@example.com,"22 Bùi Đường
Thị xã JaneThị xã, 104666",Huyết áp cao,4.57,Chị Thảo Trần,14/04/2026
2fdc9992-8971-4eea-9f3a-098accac2fb5,Dũng Hoàng Dương,322077313988,24/10/1943,0766459998,omai@example.com,"1 Đặng Dãy
Huyện JohnPhường, 240454",Huyết áp cao,3.72,Tú Hải Vũ,22/01/2026
82c56b21-2430-42da-b185-0eb85f90fc87,Kim Trí Hoàng,973731908311,04/07/1963,0897963045,janemai@example.net,"2 Vũ Hẻm
Huyện JaneXã, 156215",Tiểu đường,6.44,Nam Mai Bảo Lê,05/02/2026
816462cb-8fc3-47d3-b6bd-80c7624a2a50,Quý ông Châu Bùi,922067768223,03/05/1987,0729412277,kduong@example.org,"04 Jane Hẻm
JaneXã, 635618",Tiểu đường,7.5,Khoa Trần,18/02/2026
5deaa737-fdab-4441-92c2-a9608b0901ab,Vi Dương,788427761031,18/05/1975,0852204656,vtran@example.net,"745 Jane Ngõ
Quận JanePhường, 739905",Tiểu đường,11.07,Bảo Trí Phạm,27/05/2026
59cf0b0d-91f0-447d-8f32-1333ce315937,Trọng Mai,075188729310,14/10/1947,0322852330,jane94@example.net,"Quận JaneThành phố
2 John Hẻm, 845951",Huyết áp cao,5.49,Quang Hữu Dương,26/01/2026
6a0aa7d5-a0b8-4755-84ca-a5a2a1e518a2,Nhật Quang Trần,369648385114,25/11/1964,0555070787,jane77@example.com,"7 Trần Số
Thị xã JohnThị xã, 381581",Tiểu đường,8.68,Khoa Tấn Mai,15/04/2026
c9ce44bd-7c3f-4add-9a38-5db590eeb067,Hưng Thị Trần,952928107959,16/03/1981,0579102700,hnguyen@example.org,"32 Lê Khu
Huyện JaneThành phố, 489906",Tim mạch,4.36,Cô Kim Vũ,11/05/2026
a7cde143-6de2-4429-bbf0-d9c1c156e501,Nhật Trần,111763134078,28/07/1935,0577058569,itran@example.net,"051 Lê Dãy
Quận JaneThành phố, 866260",Khỏe mạnh,9.35,Hà Đặng,08/03/2026
c601818b-61fa-41ba-a31a-e7c74c9bff5c,Chị Hà Mai,420685072304,12/08/1976,0878615469,janedang@example.net,"97 John Ngõ
Thành phố JaneHuyện, 550246",Khỏe mạnh,9.29,Hoàng Hải Vũ,27/04/2026
999a1d86-99db-4302-8dab-66d33f87dfc2,Nam Vũ,675270085249,29/06/1950,0961875877,janevu@example.net,"61 Jane Ngõ
Huyện JaneQuận, 505629",Tim mạch,5.91,Thành Xuân Dương,21/06/2026
965d744f-0445-41a8-92af-97e4c536c66e,An Vũ,004522018463,30/03/1951,0540435548,buijane@example.net,"61 Jane Ngõ
JohnXã, 313068",Huyết áp cao,4.6,Bà Kim Hoàng,25/04/2026
a4a5c736-ae59-4a52-a65b-e22bd5a386d9,Hạnh Bùi,294867118967,12/10/1988,0920455947,johnpham@example.org,"99 Jane Hẻm
Thành phố JohnPhường, 111901",Khỏe mạnh,5.22,Quý cô Thành Mai,04/04/2026
2abe1585-425e-4259-b884-16d2d28fcf68,Hoàng Đức Trần,923093907167,23/10/1991,0862936450,dangjane@example.com,"9 Jane Dãy
JohnThị xã, 694423",Huyết áp cao,4.32,Bà Bảo Vũ,20/05/2026
b90800f3-ac93-481a-92eb-eab0e4eec67c,Lâm Mai,738253225441,06/09/1935,0373906714,phamjohn@example.com,"086 Jane Làng
JaneHuyện, 966120",Khỏe mạnh,7.24,Khoa Đặng,22/01/2026
2de982f8-0d7b-4c04-a6e5-9b32ac5f12ef,Cô Hồng Trần,087511088661,08/07/1999,0836430478,jane51@example.net,"494 Jane Tổ
JohnPhường, 673108",Khỏe mạnh,9.77,Chị Ngọc Bùi,05/01/2026
d6ee526b-a2cd-4590-98af-393c8aa2b4c9,Linh Nguyễn,354039585536,24/11/1990,0982007158,gvu@example.org,"70 Jane Ngõ
Quận JanePhường, 490586",Tim mạch,4.38,Ông Nhiên Trần,01/04/2026
13281726-64f4-44d6-91e9-1691a3209116,Hồng Lê,401123462689,11/10/1952,0557543295,jane65@example.com,"329 John Ngõ
Thị xã JaneHuyện, 526259",Tiểu đường,11.0,Phương Đặng,23/06/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Tú Trần,410260067911,31/12/1946,0596627329,john35@example.org,"68 Jane Khu
Thành phố JaneThị xã, 682959",Huyết áp cao,10.59,Cô Chi Trần,25/05/2026
0fc98d2e-030f-4be9-9f17-8f9323c97a1e,Chị Mai Bùi,913548760589,01/09/1962,0750622515,hoangjane@example.org,"721 Trần Đường
JohnQuận, 701761",Tiểu đường,10.21,Nhật Hữu Dương,06/01/2026
5a9c0679-2c3d-47e2-ad39-da75aee70ab2,Chị Thảo Vũ,276971774965,20/01/1968,0841758100,johnhoang@example.net,"68 Nguyễn Ngõ
JaneQuận, 539599",Tim mạch,11.88,Chị Dương Mai,24/05/2026
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Châu Mai Bảo Đặng,499774035135,13/02/2002,0829997264,jane42@example.org,"407 Hoàng Làng
Thành phố JohnPhường, 352867",Tim mạch,5.22,Tùng Nguyễn,18/05/2026
d8b48ead-9360-4edf-b82b-5b86f2a32efd,Thành Xuân Lê,760005993866,05/10/1952,0809710734,jane90@example.net,"3 Mai Khu
Thị xã JohnThành phố, 158896",Huyết áp cao,3.57,Chị Ngọc Mai,28/03/2026
